Reference number,Economic city,District Name,Last activity date in years,Quarter,Land use,Contract value, Property area 
32021004037378,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 758,888 ", 123.04 
32021004037373,King Abdullah Economic City,Talah,2022,2,Residential," 499,000 ", 400.05 
32021004037372,King Abdullah Economic City,Talah,2021,4,Residential," 629,500 ", 439.39 
32021004037369,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 672,888 ", 107.72 
32021004037321,King Abdullah Economic City,Hareer,2021,4,Residential," 382,700 ", 62.14 
32021004037259,King Abdullah Economic City,Talah,2021,4,Residential," 200,000 ", 307.88 
32021004037154,King Abdullah Economic City,Hareer,2022,1,Industrial," 16,912,350 "," 37,583.41 "
32021004037043,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 600,000 ", 67.75 
32021004037026,King Abdullah Economic City,Talah,2021,4,Residential," 799,000 ", 644.65 
32021004037008,King Abdullah Economic City,Murooj,2021,4,Residential," 822,688 "," 1,027.39 "
32021004037003,King Abdullah Economic City,Murooj,2021,4,Residential," 475,000 ", 97.18 
32021004036986,King Abdullah Economic City,Talah,2022,2,Residential," 258,888 ", 276.18 
32021004036985,King Abdullah Economic City,Talah,2022,1,Residential," 720,500 ", 461.98 
32021004036984,King Abdullah Economic City,Talah,2021,4,Residential," 625,900 ", 450.02 
32021004036982,King Abdullah Economic City,Talah,2021,4,Residential," 632,500 ", 434.57 
32021004036981,King Abdullah Economic City,Talah,2021,4,Residential," 602,800 ", 429.59 
32021004036979,King Abdullah Economic City,Talah,2021,4,Residential," 594,000 ", 423.35 
32021004036977,King Abdullah Economic City,Hareer,2022,4,Residential," 286,888 ", 62.14 
32021004036976,King Abdullah Economic City,Murooj,2022,1,Residential," 1,158,177 ", 704.00 
32021004036953,King Abdullah Economic City,Talah,2021,4,Residential," 300,000 ", 364.19 
32021004036952,King Abdullah Economic City,Murooj,2022,1,Residential," 5,267,102 ", 969.89 
32021004036944,King Abdullah Economic City,Hareer,2021,4,Residential," 409,515 ", 127.09 
32021004036941,King Abdullah Economic City,Hareer,2021,4,Residential," 442,462 ", 127.09 
32021004036940,King Abdullah Economic City,Murooj,2021,4,Residential," 900,000 ", 407.70 
32021004036939,King Abdullah Economic City,Hareer,2021,4,Residential," 360,000 ", 96.14 
32021004036938,King Abdullah Economic City,Murooj,2021,4,Residential," 852,021 ", 116.50 
32021004036937,King Abdullah Economic City,Murooj,2021,4,Residential," 840,521 ", 124.62 
32021004036935,King Abdullah Economic City,Murooj,2021,4,Residential," 955,521 ", 142.01 
32021004036925,King Abdullah Economic City,Hareer,2021,4,Residential," 441,305 ", 127.09 
32021004036915,King Abdullah Economic City,Talah,2022,1,Residential," 580,500 ", 443.84 
32021004036914,King Abdullah Economic City,Murooj,2022,1,Residential," 929,888 ", 849.73 
32021004036912,King Abdullah Economic City,Talah,2022,2,Residential," 597,300 ", 425.59 
32021004036911,King Abdullah Economic City,Murooj,2022,2,Residential," 270,000 ", 41.30 
32021004036910,King Abdullah Economic City,Hareer,2021,4,Residential," 507,021 ", 96.14 
32021004036907,King Abdullah Economic City,Hareer,2022,1,Residential," 311,521 ", 62.14 
32021004036872,King Abdullah Economic City,Hareer,2021,4,Residential," 235,000 ", 62.14 
32021004036871,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 795,000 ", 122.57 
32021004036870,King Abdullah Economic City,Murooj,2021,4,Residential," 1,558,888 ", 753.27 
32021004036836,King Abdullah Economic City,Murooj,2021,4,Residential," 2,599,888 ", 693.50 
32021004036805,King Abdullah Economic City,Murooj,2021,4,Residential," 1,850,000 ", 407.70 
32021004036789,King Abdullah Economic City,Murooj,2021,4,Residential," 365,000 ", 72.98 
32021004036779,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 1,814,888 ", 219.54 
32021004036776,King Abdullah Economic City,Hareer,2021,4,Residential," 430,000 ", 127.09 
32021004036773,King Abdullah Economic City,Hareer,2022,3,Residential," 323,021 ", 62.14 
32021004036772,King Abdullah Economic City,Murooj,2021,4,Residential," 693,888 ", 447.61 
32021004036770,King Abdullah Economic City,Murooj,2021,4,Residential," 748,521 ", 121.76 
32021004036757,King Abdullah Economic City,Murooj,2022,1,Residential," 493,888 ", 750.93 
32021004036751,King Abdullah Economic City,Hareer,2021,4,Residential," 500,000 ", 127.09 
32021004036745,King Abdullah Economic City,Murooj,2021,4,Residential," 2,221,888 "," 1,662.50 "
32021004036744,King Abdullah Economic City,Hareer,2021,4,Residential," 323,021 ", 62.14 
32021004036742,King Abdullah Economic City,Hareer,2021,4,Residential," 500,299 ", 127.09 
32021004036734,King Abdullah Economic City,Hareer,2021,4,Residential," 594,977 ", 127.09 
32021004036733,King Abdullah Economic City,Murooj,2021,4,Residential," 1,551,888 ", 755.28 
32021004036732,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 969,942 ", 140.92 
32021004036731,King Abdullah Economic City,Talah,2021,4,Residential," 608,300 ", 449.94 
32021004036730,King Abdullah Economic City,Talah,2021,4,Residential," 608,300 ", 449.90 
32021004036726,King Abdullah Economic City,Hareer,2022,1,Residential," 630,267 ", 163.19 
32021004036724,King Abdullah Economic City,Murooj,2021,4,Residential," 330,000 ", 404.00 
32021004036723,King Abdullah Economic City,Murooj,2021,4,Residential," 330,000 ", 408.83 
32021004036722,King Abdullah Economic City,Hareer,2021,4,Residential," 616,977 ", 127.09 
32021004036721,King Abdullah Economic City,Hareer,2021,4,Residential," 523,888 ", 127.09 
32021004036720,King Abdullah Economic City,Talah,2022,2,Residential," 567,000 ", 391.90 
32021004036719,King Abdullah Economic City,Talah,2021,4,Residential," 478,500 ", 378.90 
32021004036709,King Abdullah Economic City,Hareer,2021,4,Residential," 480,444 ", 127.09 
32021004036708,King Abdullah Economic City,Hareer,2021,4,Residential," 300,000 ", 62.14 
32021004036707,King Abdullah Economic City,Murooj,2021,4,Residential," 260,000 ", 400.15 
32021004036700,King Abdullah Economic City,Murooj,2021,4,Residential," 1,005,888 ", 124.44 
32021004036699,King Abdullah Economic City,Murooj,2021,4,Residential," 920,888 ", 124.16 
32021004036698,King Abdullah Economic City,Murooj,2021,4,Residential," 1,025,888 ", 124.44 
32021004036697,King Abdullah Economic City,Murooj,2021,4,Residential," 378,888 ", 43.37 
32021004036696,King Abdullah Economic City,Murooj,2021,4,Residential," 741,888 ", 94.56 
32021004036695,King Abdullah Economic City,Murooj,2021,4,Residential," 596,888 ", 74.40 
32021004036694,King Abdullah Economic City,Murooj,2021,4,Residential," 694,888 ", 75.46 
32021004036693,King Abdullah Economic City,Murooj,2021,4,Residential," 582,888 ", 72.22 
32021004036691,King Abdullah Economic City,Murooj,2021,4,Residential," 489,888 ", 49.13 
32021004036690,King Abdullah Economic City,Murooj,2021,4,Residential," 643,888 ", 70.34 
32021004036689,King Abdullah Economic City,Murooj,2021,4,Residential," 488,888 ", 57.78 
32021004036688,King Abdullah Economic City,Murooj,2021,4,Residential," 642,888 ", 70.37 
32021004036687,King Abdullah Economic City,Murooj,2021,4,Residential," 582,888 ", 72.19 
32021004036686,King Abdullah Economic City,Murooj,2021,4,Residential," 495,888 ", 49.38 
32021004036685,King Abdullah Economic City,Murooj,2021,4,Residential," 741,888 ", 94.56 
32021004036684,King Abdullah Economic City,Murooj,2021,4,Residential," 642,888 ", 70.42 
32021004036683,King Abdullah Economic City,Murooj,2021,4,Residential," 962,888 ", 122.56 
32021004036682,King Abdullah Economic City,Murooj,2021,4,Residential," 643,888 ", 70.34 
32021004036681,King Abdullah Economic City,Murooj,2021,4,Residential," 390,888 ", 43.37 
32021004036680,King Abdullah Economic City,Murooj,2021,4,Residential," 489,888 ", 49.13 
32021004036679,King Abdullah Economic City,Murooj,2021,4,Residential," 694,888 ", 75.46 
32021004036678,King Abdullah Economic City,Murooj,2021,4,Residential," 596,888 ", 74.40 
32021004036677,King Abdullah Economic City,Murooj,2021,4,Residential," 378,888 ", 43.37 
32021004036676,King Abdullah Economic City,Murooj,2021,4,Residential," 920,888 ", 124.16 
32021004036675,King Abdullah Economic City,Murooj,2021,4,Residential," 767,888 ", 97.76 
32021004036674,King Abdullah Economic City,Murooj,2021,4,Residential," 601,888 ", 72.22 
32021004036673,King Abdullah Economic City,Murooj,2021,4,Residential," 504,888 ", 60.25 
32021004036672,King Abdullah Economic City,Murooj,2021,4,Residential," 622,888 ", 74.42 
32021004036670,King Abdullah Economic City,Murooj,2021,4,Residential," 601,888 ", 72.19 
32021004036669,King Abdullah Economic City,Murooj,2021,4,Residential," 637,888 ", 76.62 
32021004036667,King Abdullah Economic City,Murooj,2021,4,Residential," 767,888 ", 97.76 
32021004036666,King Abdullah Economic City,Murooj,2021,4,Residential," 448,888 ", 49.13 
32021004036665,King Abdullah Economic City,Murooj,2021,4,Residential," 995,888 ", 123.40 
32021004036664,King Abdullah Economic City,Murooj,2021,4,Residential," 590,888 ", 70.34 
32021004036663,King Abdullah Economic City,Murooj,2021,4,Residential," 402,888 ", 43.37 
32021004036661,King Abdullah Economic City,Murooj,2021,4,Residential," 590,888 ", 70.37 
32021004036660,King Abdullah Economic City,Murooj,2021,4,Residential," 642,888 ", 74.42 
32021004036659,King Abdullah Economic City,Murooj,2021,4,Residential," 454,888 ", 50.72 
32021004036658,King Abdullah Economic City,Murooj,2021,4,Residential," 658,888 ", 75.43 
32021004036657,King Abdullah Economic City,Murooj,2021,4,Residential," 590,888 ", 70.42 
32021004036656,King Abdullah Economic City,Murooj,2021,4,Residential," 462,888 ", 49.13 
32021004036655,King Abdullah Economic City,Murooj,2021,4,Residential," 590,888 ", 70.34 
32021004036654,King Abdullah Economic City,Murooj,2021,4,Residential," 610,888 ", 70.34 
32021004036653,King Abdullah Economic City,Murooj,2021,4,Residential," 609,888 ", 70.37 
32021004036652,King Abdullah Economic City,Murooj,2021,4,Residential," 448,888 ", 49.13 
32021004036651,King Abdullah Economic City,Murooj,2021,4,Residential," 467,888 ", 50.72 
32021004036650,King Abdullah Economic City,Murooj,2021,4,Residential," 645,888 ", 76.62 
32021004036649,King Abdullah Economic City,Murooj,2021,4,Residential," 609,888 ", 70.42 
32021004036648,King Abdullah Economic City,Murooj,2021,4,Residential," 610,888 ", 70.34 
32021004036647,King Abdullah Economic City,Murooj,2021,4,Residential," 630,888 ", 74.42 
32021004036646,King Abdullah Economic City,Murooj,2021,4,Residential," 462,888 ", 49.13 
32021004036645,King Abdullah Economic City,Murooj,2021,4,Residential," 666,888 ", 75.43 
32021004036643,King Abdullah Economic City,Murooj,2021,4,Residential," 395,888 ", 43.37 
32021004036642,King Abdullah Economic City,Murooj,2021,4,Residential," 650,888 ", 74.42 
32021004036641,King Abdullah Economic City,Murooj,2021,4,Residential," 975,888 ", 122.56 
32021004036640,King Abdullah Economic City,Murooj,2021,4,Residential," 407,888 ", 43.37 
32021004036639,King Abdullah Economic City,Murooj,2021,4,Residential," 942,888 ", 123.40 
32021004036626,King Abdullah Economic City,Murooj,2022,1,Residential," 797,593 ", 240.98 
32021004036625,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 1,078,460 ", 174.14 
32021004036617,King Abdullah Economic City,Murooj,2021,4,Residential," 537,285 ", 70.37 
32021004036616,King Abdullah Economic City,Murooj,2021,4,Residential," 630,888 ", 99.81 
32021004036615,King Abdullah Economic City,Hareer,2021,4,Residential," 323,021 ", 62.14 
32021004036614,King Abdullah Economic City,Hareer,2022,1,Residential," 627,977 ", 127.09 
32021004036613,King Abdullah Economic City,Talah,2021,4,Residential," 202,399 ", 250.31 
32021004036611,King Abdullah Economic City,Murooj,2021,4,Residential," 610,888 ", 98.58 
32021004036606,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 600,000 ", 79.47 
32021004036605,King Abdullah Economic City,Murooj,2021,4,Residential," 546,339 ", 122.88 
32021004036603,King Abdullah Economic City,Murooj,2022,1,Residential," 508,868 ", 125.84 
32021004036602,King Abdullah Economic City,Hareer,2021,4,Residential," 480,444 ", 127.09 
32021004036590,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 1,000,000 ", 125.14 
32021004036583,King Abdullah Economic City,Murooj,2022,1,Residential," 1,330,888 ", 190.00 
32021004036580,King Abdullah Economic City,Murooj,2022,2,Residential," 750,888 ", 122.94 
32021004036568,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 882,871 ", 97.99 
32021004036562,King Abdullah Economic City,Murooj,2021,4,Residential," 963,184 ", 294.43 
32021004036546,King Abdullah Economic City,Murooj,2021,4,Residential," 600,000 ", 96.04 
32021004036542,King Abdullah Economic City,Hareer,2021,4,Residential," 535,620 ", 127.09 
32021004036524,King Abdullah Economic City,Murooj,2021,4,Residential," 476,489 ", 121.70 
32021004036522,King Abdullah Economic City,Murooj,2021,4,Residential," 538,864 ", 125.84 
32021004036519,King Abdullah Economic City,Talah,2021,4,Residential," 450,000 ", 336.00 
32021004036517,King Abdullah Economic City,Murooj,2021,4,Residential," 388,888 ", 47.26 
32021004036506,King Abdullah Economic City,Murooj,2021,4,Residential," 392,000 ", 71.17 
32021004036498,King Abdullah Economic City,Murooj,2021,4,Residential," 370,656 ", 41.30 
32021004036497,King Abdullah Economic City,Murooj,2021,4,Residential," 343,238 ", 43.37 
32021004036488,King Abdullah Economic City,Hareer,2021,4,Residential," 225,000 ", 62.14 
32021004036487,King Abdullah Economic City,Murooj,2021,4,Residential," 250,000 ", 400.15 
32021004036470,King Abdullah Economic City,Hareer,2022,1,Industrial," 13,365,948 "," 25,902.76 "
32021004036438,King Abdullah Economic City,Hareer,2021,4,Residential," 350,000 ", 62.14 
32021004036414,King Abdullah Economic City,Hareer,2021,4,Residential," 235,000 ", 62.14 
32021004036399,King Abdullah Economic City,Murooj,2021,4,Residential," 1,265,109 ", 778.80 
32021004036398,King Abdullah Economic City,Murooj,2021,4,Residential," 1,899,888 "," 1,027.39 "
32021004036397,King Abdullah Economic City,Hejaz,2021,3,Residential," 461,066 ", 378.00 
32021004036361,King Abdullah Economic City,Hareer,2021,4,Residential," 538,670 ", 127.09 
32021004036278,King Abdullah Economic City,Hareer,2021,3,Residential," 325,000 ", 96.14 
32021004036277,King Abdullah Economic City,Hareer,2021,4,Residential," 519,970 ", 127.09 
32021004036272,King Abdullah Economic City,Talah,2021,4,Residential," 283,888 ", 300.01 
32021004036265,King Abdullah Economic City,Bay La Sun,2021,4,Residential," 1,160,691 ", 137.00 
32021004036258,King Abdullah Economic City,Murooj,2021,4,Residential," 902,272 ", 188.56 
32021004036255,King Abdullah Economic City,Murooj,2021,4,Residential," 1,217,577 ", 778.80 
32021004036253,King Abdullah Economic City,Hareer,2021,4,Residential," 491,920 ", 127.09 
32021004036252,King Abdullah Economic City,Murooj,2021,4,Residential," 790,348 ", 234.27 
32021004036251,King Abdullah Economic City,Hareer,2021,4,Residential," 411,031 ", 127.09 
32021004036248,King Abdullah Economic City,Hareer,2021,4,Residential," 450,410 ", 127.09 
32021004036247,King Abdullah Economic City,Murooj,2021,4,Residential," 909,284 ", 251.81 
32021004036244,King Abdullah Economic City,Murooj,2021,4,Residential," 612,515 ", 122.94 
32021004036230,King Abdullah Economic City,Bay La Sun,2022,1,Residential," 647,813 ", 77.08 
32021004036227,King Abdullah Economic City,Bay La Sun,2021,3,Residential," 800,000 ", 138.05 
32021004036217,King Abdullah Economic City,Hareer,2021,4,Industrial," 15,980,222 "," 32,146.25 "
32021004036213,King Abdullah Economic City,Murooj,2021,3,Residential," 430,000 ", 509.55 
32021004036173,King Abdullah Economic City,Murooj,2021,3,Residential," 1,150,000 "," 1,178.83 "
32021004036160,King Abdullah Economic City,Murooj,2021,3,Residential," 4,999,888 ", 949.53 
32021004036125,King Abdullah Economic City,Murooj,2021,4,Residential," 355,888 ", 407.05 
32021004036115,King Abdullah Economic City,Murooj,2021,3,Residential," 1,450,888 ", 156.60 
32021004036100,King Abdullah Economic City,Hareer,2021,4,Residential," 594,977 ", 127.09 
32021004036098,King Abdullah Economic City,Murooj,2021,3,Residential," 620,000 ", 122.94 
